Text1,Text2,Type,Lang,Scores,e5_mean
"""पक्ष्याच्या पंखाचा आभास निर्माण करणारी ही कलाकृती डोळे दिपवणारी आहे.""","""परंतु गेल्या पाच वर्षात या प्रकल्पाला गती मिळत आहे, अशी माहिती रणजितसिंह मोहिते पाटलांनी दिली.""",train,mar,0.36,0.8276008367538452
"""कादंबरी प्रकाशितही झाली नाही, तोच एकता कपूरने या कादंबरीवर चित्रपट बनवण्याची घोषणा करून, या चर्चेला आणखीनच उच्च स्थानी नेऊन ठेवलं.""","""पण काहीसा संथगतीनं चालणारा हा चित्रपट इथले प्रेक्षक कसा स्वीकारतात, याबद्दल शंकाच आहे.""",train,mar,0.36,0.8460885286331177
"""औद्योगिक क्षेत्र आणि नाणे निर्मात्यांकडून मागणी वाढल्यामुळे चांदीदेखील किलोमागे ३०० रुपयांनी वधारून ३४,६०० रुपयांवर गेली.""","""पण त्यापैकी केवळ ३०० दशलक्ष डॉलर्स ठेवून यूपीएलने उरलेली १५०० दशलक्ष डॉलर्स गुंतवणूकदारांना परत केली आहे.""",train,mar,0.36,0.8591840267181396
"""यामुळे फिर्यादीने तिच्याविरुध्द कोंढवा पोलीस ठाण्यात फसवणूकीची तक्रार दाखल केली.""","""यामुळे भुसावळ शहर पुन्हा एकदा हादरुन गेले.""",train,mar,0.36,0.8649884462356567
"""हा प्रस्ताव बुधवारी आदल्या दिवशी रात्री सादर करायचा असतो.""","""सभागृहात विरोधकांचा प्रस्ताव होता.""",train,mar,0.36,0.8787758946418762
"""मुंबई - रिझर्व्ह बँक ऑफ इंडियाने बुधवारी दुपारी पतधोरण जाहीर करताना महत्वाच्या व्याजदरात कोणताही बदल केलेला नाही.""","""मुंबई : वस्त्रोद्योग व तयार कपडे उद्योग (रेडिमेड) रोजगार निर्मितीत मागे पडण्याची शक्यता आहे.""",train,mar,0.36,0.8383352160453796
"""वरिष्ठ पोलीस निरीक्षक अनिल देशमुख यांच्या मार्गदर्शनाखाली कापूरबावडी पोलीस याप्रकरणी अधिक तपास करीत आहेत.""","""प्रतिस्पर्धी संघ तुल्यबळ असल्याने गौतम गंभीर आणि सहकारी अडचणीत सापडलेत.""",train,mar,0.36,0.8497017621994019
"""या गोलच्या जोरावर मिळवलेली आघाडी अर्जेंटिनाने अखेरपर्यंत कायम राखत यजमानांना पराभवाचा धक्का दिला.""","""कारण पहिल्या सेटमध्ये तिने मोनिशाला एकही गुण मिळवायला दिला नाही आणि हा सेट २१-० असा जिंकला.""",train,mar,0.36,0.8600922226905823
"""नानाभाऊंनी स्वबळावर लढण्यासाठी तयारीला लागण्याच्या केलेल्या आवाहनापासून ते मुख्यमंत्री होण्याच्या त्यांच्या इच्छेपर्यंत, आता राज्यभर गहजब सुरू आहे.""","""महाराष्ट्रात महायुती जिंकेल आणि देवेंद्र फडणवीस पुन्हा मुख्यमंत्री होतील, अशी घोषणा पंतप्रधान मोदी व मी जाहीर भाषणातून केली.""",train,mar,0.36,0.8539494276046753
"""ईडीने चोक्सीला ‘आर्थिक फरार गुन्हेगार’ जाहीर करावे, यासाठी विशेष न्यायालयात दाखल केलेल्या अर्जाविरोधात एक याचिका आहे.""","""दं. वि. ३४ नुसार गुन्हा दाखल केला.""",train,mar,0.36,0.8095912933349609
"""दरम्यान, हे सगळे सुरू असतानाच निरुपम मतदारांशी संवाद साधत असून, कार्यकर्त्यांच्या गाठभेटीवर प्रामुख्याने लक्ष केंद्रित करत आहेत.""","""या घटनेमुळे एकच खळबळ उडाली असून या प्रकरणाचा पुढील तपास पोलीस उपनिरीक्षक मंजुषा मोरे करीत आहेत.""",train,mar,0.36,0.8585997819900513
"""गतवर्षी क्रिकेटमधून निवृत्ती घेतलेल्या हॅरिसने एका रेडिओला मुलाखत देताना सांगितले, की टी-२० विश्वचषक स्पर्धा वेळेचा अपव्यय असल्याचे माझे वैयक्तिक मत आहे.""","""नवी दिल्ली : भारतीय टेनिस तारका सानिया मिर्झाने तिची माजी जोडीदार स्वीत्झर्लंडच्या मार्टिना हिंगीस हिला नमवून सिनसिनाटी ओपन टेनिस स्पर्धा जिंकतानाच डब्ल्यूटीए महिला दुहेरी रँकिंगवर टॉपचे स्थान मिळवले आहे.""",train,mar,0.36,0.7645259499549866
"""या अपघातात एकाचा मृत्यू झाला तर एकजण गंभीर जखमी झाला.""","""कार रेल्वे रुळावर कोसळल्यानंतर रेल्वेमार्गावर सुदैवाने रेल्वेगाडी नसल्याने मोठा अपघात टळला.""",train,mar,0.36,0.8767901659011841
"""भारताने दोनवेळा १० आणि एकदा ९ असा स्कोअर केला.""","""मुलांमध्ये महाराष्ट्राने कर्नाटकवर १०-४ अशी एक डाव ६ गुणांनी मात केली.""",train,mar,0.36,0.8937644958496094
"""ही मुलगी व स्वयंपाकी महिला एकाच खेड्यात राहतात.""","""जखमींची अद्याप ओळख पटलेली नाही.""",train,mar,0.36,0.80948805809021
"""2017 साली हैदराबादचा संघ बाद फेरीत पोहोचला होता.""","""आमला व गृहमैदानावर खेळणाºया मार्करामच्या चमकदार खेळीमुळे यजमान संघ सुस्थितीत होता.""",train,mar,0.36,0.8336032032966614
"""लक्ष्याचा पाठलाग करताना श्रीलंकेचा संपूर्ण संघ 243 धावात बाद झाला, आणि इंग्लंडने 58 धावांनी विजय मिळवला.""","""भारताचा संघ : गोलकीपर : योगिता बाली, सविता; डिफेंडर : जसप्रीत कौर, सुशीला चानू, किरणदीप कौर (उपकर्णधार), दीप ग्रेस इक्का, दीपिका, जॉयदीप कौर; मिडफिल्डर : रितू रानी (कर्णधार), वंदना कतारिया, मोनिका मलिक, चंचन देवी, पूनम रानी, एम. एन. पोनम्मा; फॉरवर्ड : रॉसेलिन ड्युंग डयुंग, सौंदर्या येंडाला, लिली चानू, अनुपा बार्ला.""",train,mar,0.36,0.7520398497581482
"""त्यांचा पंतप्रधान नरेंद्र मोदी, राष्ट्रीय अध्यक्ष अमित शहा,आणि विरोधी पक्ष नेते देवेंद्र फडणवीस, प्रदेशाध्यक्ष चंद्रकांत पाटील यांच्या नेतृत्वावर पूर्ण विश्वास आहे.""","""आदित्य जाधव याने केंद्रीय मंत्री रावसाहेब दानवे यांच्या कन्या आणि त्यांची आई संजना जाधव यांच्या विरोधात हर्षवर्धन यांचे पॅनल उभे केले आहे.""",train,mar,0.36,0.869932234287262
"""खबऱ्यांनी दिलेल्या माहितीच्या आधारे तुषारला ११ जुलै रोजी अटक करण्यात आली.""","""सुरक्षा नगर, हडपसर) अशी अटक केलेल्या आरोपींची नावे आहेत.""",train,mar,0.36,0.866943359375
"""गाव अलीपुर येथील रहिवासी असलेल्या ग्रााासेवक विनय यादव यांना ग्रामपंचायत अधिकाऱ्यांकडून कोरोना विषाणूपासून बचावासाठी गावात येणाऱ्या लोकांची यादी तयार करण्याच्या सूचना देण्यात आल्या आहेत.""","""त्यावर त्यांचे बांधकाम व्यवसायासंदर्भात तक्रारी अर्जावर उपमुख्यमंत्र्यांचा तात्काळ कारवाई करावी, असा शेरा होता. . . '' त्यामुळे कामदार यांनी घाबरून आरोपी तावरे यांना संपर्क साधला.""",train,mar,0.36,0.8495116829872131
"""त्यानुसार तो यंदाच्या अर्थसंकल्पात २५ टक्के होईल का, याकडे सर्वांचे लक्ष लागले आहे.""","""झीटाचे मुख्य कार्यकारी अधिकारी भाविन तुराखिया म्हणाले, ९० टक्के कर्मचाºयांना कागदपत्रांचा समावेश असलेल्या क्लेमऐवजी डिजिटल क्लेम सोयीचे वाटतात.""",train,mar,0.36,0.8180344104766846
"""चार चित्रपट केल्यानंतर मला समजलं आहे की, आपल्या चित्रपटाची मार्केटिंग करणं किती गरजेचं आहे ते!""","""बराच विचार विनीमय केल्यानंतर त्यांनी ११० कलाकारांची नावे निश्चित केली असून प्रत्येक कलाकाराची महत्त्वपूर्ण भूमिका असेल.""",train,mar,0.35,0.8417435884475708
"""यापूर्वी घड़लेल्या एका घटनेत कोरोनामुळे भेंडीबाजार परिसरात राहणाऱ्या एका पोलीस कुटुंबियाला पोलिसासह तीन जणांना गमाविण्याची वेळ ओढावली आहे.""","""उत्तर प्रदेशच्या ललितपूरमधल्या भदैयापुरा येथे राहणारा बृजेश कुमार त्याची तक्रार नोंदवण्यासाठी पोलीस अधीक्षकांकडे गेला.""",train,mar,0.35,0.8636689186096191
"""सुदैवाने यावेळी कोणतीही दुर्घटना घडली नाही.""","""हीच भीती आता तक्रारदारांमध्ये असल्यामुळे त्यांची ही शस्त्रे पोलिसांनी जमा करण्याचा आग्रह धरला आहे.""",train,mar,0.35,0.7949479818344116
"""केंद्रीय कृषी राज्यमंत्री, माजी मुख्यमंत्री आदी भेटायला गेल्यावर त्यांनी उपोषण मागे घेतले.""","""त्यांनी समितीची मागणी केली आहे.""",train,mar,0.35,0.8201922178268433
"""सेटवरील एक असिस्टंट जो कोल्हापूरचा होता त्याला मी माझा गुरु मानलं होतं आणि मी त्याला नेहमी म्हणायची की, माझे उच्चार चुकले तर माझ्या लक्षात आणून दे.""","""‘तुम्ही माझे सावकार’ ही लावणी आईनेच शिकवली.""",train,mar,0.35,0.8154386281967163
"""त्यामुळं प्रवाशांच्या सुरक्षेच्या दृष्टीनं या विक्रेत्यावर कारवाई करण्यात आली आहे.""","""सुमारे सात तासाच्या चौकशीनंतर त्या दोघांना सोडून देण्यात आले.""",train,mar,0.35,0.8556994199752808
"""पण, मी लढवायची की नाही हे जनताच आदेश देईल मला, अशा शब्दात निवडणूक लढविण्यास आपण जनतेला विचारुनच निर्णय घेणार असल्याचे ठाकरेंनी म्हटलंय.""","""त्यानुसार, अलिबाग शहर निवडणूक आचारसंहिता देखरेखप्रमुख महेश चौधरी यांनी अलिबाग पोलीस ठाण्यात दाखल केलेल्या फिर्यादीनुसार या पुस्तिकेचे मुद्रक व प्रकाशक यांच्याविरुद्ध गुन्हा दाखल करण्यात आला आहे.""",train,mar,0.35,0.828448474407196
"""‘आम्ही दोघी’ हा चित्रपट प्रख्यात दिवंगत मराठी लेखिका गौरी देशपांडे यांच्या कथेवर बेतलेला आहे.""","""अॅमेझोन प्राईमवरील ‘मुंबई सागा’ या चित्रपटात राष्ट्रीय स्वयंसेवक संघाचे मानहानिकारक चित्रण व संवाद ‘सेंट्रल बोर्ड ऑफ फिल्म सर्टिफिकेशन’ (सेन्सॉर) कडून चित्रपट निर्मात्यांच्या सांगण्यावरून अस्पष्ट (ब्लर) करण्यात आले आहे.""",train,mar,0.35,0.7833296656608582
"""त्यानंतर कार पंपाच्या डाव्या बाजूस पार्क करुन ३ वाजण्याच्या सुमारास पंपासमोर असलेल्या ऑफिस मध्ये गेले.""","""ही घटना मार्च-२०१७ मध्ये उघडकीस आली.""",train,mar,0.35,0.8220247626304626
"""ज्यांच्यावर गुन्हे दाखल आहेत, ते सध्या पक्षाचे पदाधिकारी नाहीत आणि पक्षाने त्यांना कोणतीही जबाबदारी दिलेली नाही.""","""मात्र महादेव जानकर कमळ चिन्हावर निवडणूक लढण्यास तयार नाहीत.""",train,mar,0.34,0.8452456593513489
"""या चित्रपटात ती ज्युलियाची भूमिका करणार आहे.""","""मकरंद-क्रांती यांनी या जोडप्याची भूमिका साकारली आहे.""",train,mar,0.34,0.8618031740188599
"""वैभव तत्त्ववादी, प्रार्थना बेहरे, विक्रम गोखले, वंदना गुप्ते, विद्याधर जोशी, ईला भाटे, वीणा जगताप, आदी कलाकारांच्या या चित्रपटात भूमिका आहेत.""","""हृतिक रोशनच्या आगामी चित्रपटात सारा अभिनेत्री असण्याची शक्यता आहे.""",train,mar,0.34,0.8492581248283386
"""त्याबद्दल त्याला विविध पदकाने सन्मानितदेखील करण्यात आले आहे.""","""सानिया जगातील अव्वल टेनिसपटू असून नसीमाला तिच्यासह पाठवण्याची विनंती मान्य करण्यात आली आहे.""",train,mar,0.34,0.8156331181526184
"""अटक आरोपींना शुक्रवारी न्यायालयात हजर केले असता त्यांना २६ जूनपर्यंत न्यायालयीन कोठडी सुनावण्यात आली आहे.""","""अशात २५ जूनला चेकअपसाठी डॉक्टरांनी त्यांना दवाखान्यात बोलवलं आणि पत्नीचं पितळ उघडं पडलं.""",train,mar,0.33,0.899027407169342
"""अन्य लढतींमध्ये सुमीतची गाठ दुस-या सीडेड तजाकिस्तानच्या जॅखन कुबरेनोवशी पडेल.""","""मात्र अन्य सलामीवीर जय बिश्त (७४) आणि श्रेयस अय्यरने (३६) दुस-या विकेटसाठी ९९ धावा जोडताना मुंबईच्या विजयाच्या आशा पल्लवीत ठेवल्या.""",train,mar,0.33,0.8550868034362793
"""आता त्याच चॅनेलवर आपण दिसणार याचा आनंद खूपच प्रचंड आहे’, असं एतशानं सांगितलं.""","""चित्रपटाची कथा १९७०च्या दशकातील असल्यामुळे दोघांनीही आपल्या रेट्रो लुक्सवर प्रचंड मेहनत घेतली आहे.""",train,mar,0.33,0.767732560634613
"""राम शिंदे यांच्या उपस्थितीत पार पडला.""","""या कार्यक्रमात अहिल्याबाई होळकर जलमित्र प्रथम पुरस्कार सेलू तर द्वितीय पुरस्कार हिंगणघाट तालुक्याला देण्यात आला.""",train,mar,0.33,0.8151358962059021
"""त्यामुळे आता या प्रकरणात शरद पवार नेमकी कोणती भूमिका घेणार याकडे सर्वांचं लक्ष लागलं आहे.""","""अमेरिका आणि ब्रिटन या देशांतील आपला व्यवसाय वाढविण्याचाही कंपनीचा प्रयत्न आहे.""",train,mar,0.33,0.8100577592849731
"""समीर जोशी यांनी खूप चांगलं दिग्दर्शन केले असून त्यांनी आम्हाला काम करण्याचे पूर्ण स्वातंत्र्य दिले होते.""","""जॉनच्या फिटनेसचं कौतुक करणा-या अनिलला जॉनच्या शरीरशौष्ठत्वाच खूप कौतुक आहे.""",train,mar,0.33,0.8676602244377136
"""सावर, गौळ आळी, ता.""","""म्हसळा, जि. रायगड) आणि सुनील पांडुरंग तटकरे (मु.""",train,mar,0.33,0.8797695636749268
"""दोन विश्वविजेतेपद नावावर असलेल्या या संघाच्या इथवरच्या वाटचालीत सुआरेझचा महत्त्वाचा वाटा होता.""","""विंडीज संघाच्या निराशाजनक कामगिरीनंतर हरभजन सिंगने ट्विट केले.""",train,mar,0.33,0.8463039398193359
"""यात १५६ आरोपींना अटक करून तब्बल २३० वाहने हस्तगत केल्याची माहिती गुन्हे अन्वेषण विभागाचे अतिरिक्त पोलीस आयुक्त प्रविण पवार यांनी मंगळवारी आयुक्तालयात घेतलेल्या पत्रकार परिषदेत दिली.""","""साकोली(भंडारा) : चोरट्यांनी एकाच रात्री दोन सराफा दुकानांसह पाच ठिकाणी चोरी केल्याची घटना सकोली येथे शुक्रवारी सकाळी उघडकीस आली.""",train,mar,0.33,0.8010824918746948
"""अधिक तपास पोलिस उपनिरीक्षक केणेकर करीत आहेत.""","""त्यांचा सामना करण्यासाठी सध्या आमच्याकडे ताकद नाही', असं ख्वाजा आसिफ यांनी सांगितलं.""",train,mar,0.33,0.8210009336471558
"""तपासात उघड झालेली खासगी माहिती प्रसारमाध्यमांना देऊ नका, अशी विनंती त्यांच्या नातेवाइकांनी मालाड पोलिसांना केली आहे.""","""नानांनी मंचावर त्यांच्या अनमोल आठवणींचा ठेवा प्रेक्षकांबरोबर शेअर केला.""",train,mar,0.33,0.8521431088447571
"""गॉल कसोटीत पहिल्या दिवशी १२ विकेट पडल्या.""","""एकेरीतील पहिल्या लढतीत शुक्रवारी युकी भांब्रीने फिन टीयर्नीवर ६-४, ६-४, ६-३ अशी सरळ सेटमध्ये मात केली.""",train,mar,0.33,0.8535981178283691
"""जीएनपी फिल्म्सची प्रस्तुती असलेल्या ‘आरॉन’ चित्रपटाची निर्मिती गिरीश नारायण पवार, कौस्तुभ लटके, अविनाश अहेर यांनी केली आहे.""","""हॅशटॅग फिल्म स्टुडिओच्या निशा शाह आणि क्रित्यावत प्रॉडक्शनच्या सानिका गांधी या चित्रपटाची निर्मिती करत असून मुक्ता बर्वे, ललित प्रभाकर, प्रसाद ओक, अदिती गोवित्रीकर, तृप्ती खामकर अशा तगडय़ा कलाकारांची फौज चित्रपटात दिसणार आहे.""",train,mar,0.33,0.8109911680221558
"""याबाबत अर्नाळा सागरी पोलीस ठाण्यात गुन्हा दाखल करून २३ बांगलादेशी नागरिकांना अटक केली आहे.""","""यासंदर्भात बाळासाहेब थोरात यांनी काँग्रेसची भूमिका स्पष्ट केली आहे.""",train,mar,0.33,0.8451979160308838
"""तिसऱ्या लाटेचा धोका लक्षात घेऊनच शाळा सुरु करण्याबाबतचा निर्णय तिसऱ्या लाटेचा सामना करण्यासाठी राज्य सरकार तयार आहे.""","""शरद पवारांनी याबाबत खुलासा केला, अजित पवारांचा हा वैयक्तिक निर्णय आहे.""",train,mar,0.33,0.8524986505508423
"""आव्हाडांच्या या विधानानंतर ठाणे राष्ट्रवादी काँग्रेसच्या ट्विटरवर एक फोटो अपलोड केला आहे.""","""पालघर जिल्ह्यातील शिवसेनेचे आमदार अमित घोडा यांनी राष्ट्रवादीचे नेते अजित पवार यांच्या उपस्थितीत राष्ट्रवादी काँग्रेसमध्ये प्रवेश केला आहे.""",train,mar,0.33,0.8760535717010498
"""याप्रकरणी धर्मापुरी पोलिस ठाण्यात गुन्हा दाखल झाल्यानंतर पोलिसांनी १२ पैकी नऊ आरोपींना अटक केली होती तर तिघे फरार होते.""","""गोपीनाथ मुंडे क्रीडा संकुलासमोरील अलगीकरण कक्षात दाखल केले होते .""",train,mar,0.33,0.8372982144355774
"""रविंद्र आंग्रे यांनी आज गांधीभवन येथे काँग्रेस पक्षात प्रवेश केला.""","""राज्यात नवीन राजकीय समीकरणाची मुहूर्तमेढ रोवण्यात आल्याने जिल्हास्तरावरही या तीन पक्षात आघाडी होणार का अशा चर्चा रंगू लागली आहे.""",train,mar,0.33,0.8284010291099548
"""ह्यावर ते म्हणाले नाही, मग तुम्ही माध्यमांसमोर का बोलत सुटलात?""","""""मी एक नंबरचा कोब्रा आहे. . . एक दंश जरी झाला तरी तुम्ही फोटो बनून जाल,"" असं मिथुन चक्रवर्ती म्हणाले.""",train,mar,0.33,0.7935523986816406
"""विरोधी पक्षनेते देवेंद्र फडणवीस यांनी पहिल्यांदाच अनिल देशमुख यांच्या राजीनाम्याची किंवा त्यांना मंत्रिमंडळातून हटवण्याची मागणी केली आहे.""","""त्यामुळे या उड्डाणपुलास वरील नाव देऊन मुस्लीम भावनांचा सन्मान करावा ही मागणी मुख्यमंत्र्यांना पत्राद्वारे केली आहे.""",train,mar,0.33,0.8386343121528625
"""तपास पूर्ण झाल्यानंतर त्याबाबत अधिक स्पष्टपणे बोलता येईल.""","""- प्रकाश नाईकनवरे, व्यवस्थापकीय संचालक, राष्टÑीय साखर कारखाना महासंघ.""",train,mar,0.33,0.8260522484779358
"""जानेवारी २०१० मध्ये त्यांनी राज्यपालपदाचा कार्यभार हाती घेतला होता.""","""तसेच मतदार संघातील हर्षवर्धन पाटील यांचा असलेला प्रभाव यामुळे पवार काय भूमिका घेतात हे महत्त्वाचे ठरणार आहे""",train,mar,0.33,0.8115471601486206
""". ’चे दिग्दर्शन कर असे सांगितले.""","""चित्रपटाचं इतकं भरभरून कौतुक होत असताना असे का घडले हेच मला समजत नाही,’ असे त्यांनी सांगितले.""",train,mar,0.33,0.8661923408508301
"""भारतामध्ये रिझर्व्ह बँकेने गेल्या वर्षी बिटकॉईन या आभासी चलनावर बंदी घातली होती.""","""निर्बंधांमुळे देशातील हॉटेल व्यवसायाला या वर्षी सुमारे ४५ हजार कोटींचा फटका बसणार आहे.""",train,mar,0.33,0.8574236631393433
"""त्या वेळी कर्जत चारफाटा येथे सापळा रचून बसलेले गुन्हे प्रकटीकरण पथकातील पोलीस उपनिरीक्षक सचिन गावडे, पोलीस शिपाई भूषण चौधरी यांनी त्याला अडवून त्याची चौकशी केली, त्या वेळी त्याने आपले नाव व पत्ता सांगितला.""","""फिर्यादी यांच्या भावाला स्वारगेट पोलीस ठाण्याच्या गुन्ह्यात बंडगार्डन लॉकअपमध्ये ठेवण्यात आले होते.""",train,mar,0.33,0.8772481679916382
"""पोलिसांनी दिलेल्या माहितीनुसार कोमल दीपक पवार (वय २५), यांनी फिर्याद दाखल केली आहे.""","""याप्रकरणी चंद्रकांत नानाभाऊ अमराळे (वय ४३, रा.""",train,mar,0.33,0.9053775072097778
"""तसेच अतिथी शिक्षकांनाही कायमस्वरूपी नोकरी दिली जाईल.""","""आपने जाहीरनाम्यात म्हटले आहे की, पूर्ण राज्याचा दर्जा मिळताच जनलोकपाल विधेयक मंजूर केले जाईल.""",train,mar,0.33,0.8302758932113647
"""नियमात बदल झाल्यानंतर सुशील कुमार कुठलेही अधिकार नसलेला अध्यक्ष असेल.""","""त्यामुळे खडसे यांचा कुणाकडे अंगुली निर्देश आहे हेदेखील या वक्तव्यावरुन स्पष्ट होत असल्याची चर्चा आहे.""",train,mar,0.33,0.8479964733123779
"""नवी दिल्ली - २००८ मध्ये बीसीसीआयच्या निवड समितीचा अध्यक्ष असताना, श्रीलंकेच्या दौ-यासाठी विराट कोहलीला संघात घ्यावे, यासाठी मी आग्रही होतो.""","""ज्यामधून इतरांना नवी ऊर्जा मिळते.""",train,mar,0.33,0.764640212059021
"""भारतीय वंशाच्या जतिंदर सिंगनेदेखील २४ धावांची संयमी खेळी करून मोलाचे योगदान दिले.""","""एका रेडिओ स्टेशनला दिलेल्या मुलाखतीत युवीनं भारतीय खेळाडूंच्या कंजुषपणाच्या गोष्टी रंगवून सांगितल्या.""",train,mar,0.33,0.8764732480049133
"""ही मालिका येत्या ३ डिसेंबरपासून सोमवार ते शुक्रवार रात्री दहा वाजता पाहाता येणार आहे.""","""देशातच काय, जगात याआधी असे कुठेही घडलेले नाही, असा दावादेखील त्यांनी केला.""",train,mar,0.33,0.8133570551872253
"""घरगुती उत्पादनास उत्तेजन देण्यासाठी एकत्रित धोरणात्मक उपायांची आवश्यकता आहे.""","""हा दृष्टिकोन लक्षात घेऊन सरकारने उत्खननाच्या परवाना प्रक्रियेसाठी हायड्रोकार्बन एक्स्प्लोरेशन अँड लायसन्सिंग पॉलिसी, एचईएलपी हे नवीन धोरण तयार केले आहे.""",train,mar,0.33,0.8487663269042969
"""त्याचे तांत्रिक विश्लेषण केल्यावर मुलगी व आरोपी हे मुळशी तालुक्यातील तव या गावी असल्याची खात्रीलायक माहिती मिळाली.""","""तर आरोपी मुलाचे नाव रोहित राजेश बंधाटे (२४) असे आहे.""",train,mar,0.33,0.8438553810119629
"""रस्त्याने वाहनावरून किंवा पायीही जाताना ती संपता संपत नसे.""","""या रस्त्याने विमानतळावरून येणारे-जाणारे अनेकजण प्रवास करीत असतात.""",train,mar,0.33,0.8784358501434326
"""मात्र, केंद्र सरकारने येत्या २४ तारखेपर्यंत मागण्यांबाबत योग्य निर्णय न घेतल्यास पुन्हा सोन्या-चांदीची दुकाने बेमुदत बंद ठेवण्याचा इशाराही संघटनांनी दिला आहे.""","""त्यामुळे व्याजदर वाढविण्याचा फेडरल रिझर्व्हचा निर्णय योग्य असल्याचे दिसून आले.""",train,mar,0.33,0.8212224245071411
"""दुपारी ३ वाजेपर्यंत झालेल्या मतमोजणीत शिवसेनेच्या उमेदवारांना ‘नोटा’पेक्षा कमी मतदान झाल्याचं दिसून आलं.""","""ही सभा निर्विघ्नपणे पार पडल्यामुळे पोलिसांनी सुटकेचा नि:श्वास सोडला.""",train,mar,0.33,0.790328860282898
"""मग हा एवढा दगड आला कोठून याची तरी चौकशी करा, अशी मागणी प्रभू यांनी केली.""","""आतापर्यंत अधिका-यांनीच यातून कोट्यवधी रूपयांची वरकमाई केली आहे.""",train,mar,0.33,0.8559190034866333
"""त्यामुळे चढ्या दरात बिटकॉईन खरेदी करणाऱ्या ग्राहकांना धोका निर्माण झाला होता म्हणून रिझर्व्ह बँकेने ही बंदी आणली होती.""","""सर्वच हॉटेलांमधील बार, पब्ज, स्पा, जिम, स्विमिंग पूल यांच्यावर बंदी घालली आहे.""",train,mar,0.33,0.8377119898796082
"""मुंबईतील दरामध्ये एका वर्षात तब्बल १३ हजार ७९१ रूपयांची वाढ झाली आहे.""","""शहरी व ग्रामीण भागात आॅनलाईन खरेदी-विक्रीत ८० टक्के वाढ झाली आहे, त्यामुळे ग्राहकहित आणि ग्राहक चळवळ ही काळाची गरज झाली आहे, असे मत राष्ट्रीय ग्राहक तक्रार निवारण आयोगाचे अध्यक्ष डी. के .""",train,mar,0.33,0.8292287588119507
"""केंद्रीय अर्थमंत्र्यांनी या डिजिटल घोडय़ांवरून जनतेला स्वप्नांची ‘सैर’ पुन्हा एकदा घडवून आणली असेच म्हणणे भाग आहे.""","""भाजपचा खरा चेहरा समोर आल्यामुळे जनतेला शिवसेनेकडून सर्वांधिक अपेक्षा आहेत.""",train,mar,0.33,0.8462114334106445
"""हा अहवाल म्हणजे संविधानाचा अपमान करणाऱ्यांना पाठीशी घालण्याचा प्रकार असल्याचा आरोप भारिपचे सुनील भगत यांनी केला.""","""दोनही पक्ष राष्ट्रीय स्तरावरील प्रमुख नेते आणि चेहरे आणणार असतील तर शाब्दिक युद्ध आणि आरोप-प्रत्यारोपांच्या फ़ैरी आगामी काळात पुण्यात झडतील.""",train,mar,0.33,0.8476179838180542
"""हिंदुस्थान पेट्रोलिमय, इंडियन आॅईल कॉर्पोरेशन आणि भारत पेट्रोलिमय या तेल कंपन्यांनी मंगळवारी ही घोषणा केली.""","""या आहेत महत्त्वाच्या घोषणा. . . सीएसआर उल्लंघनाबद्दल केवळ गुन्हासीएसआर उल्लंघन आता गुन्हेगारी कृत्य नसून, दिवाणी उत्तरदायित्व समजले जाणार आहे.""",train,mar,0.33,0.8074811697006226
"""मुंबई - भारतीय जनता पार्टीचे आमदार गोपीचंद पडळकर आणि राष्ट्रवादी काँग्रेस यांच्यातील संघर्ष आणखी पेटण्याची चिन्हे दिसत आहे.""","""त्यानंतर, माजी आमदार मंगेश सांगळे, राम कदम यांनी कमळ तर, शिशिर शिंदे यांनी धनुष्यबाण उचलले.""",train,mar,0.33,0.8621481657028198
"""मात्र तोपर्यंत नक्षलवादी जंगलात पळून गेले.""","""यामुळेच या प्रकरणाला वाचा फुटल्याचे मानले जात आहे.""",train,mar,0.33,0.8421286940574646
"""त्यानं ट्विटर करताना खान यांनी स्पष्ट संदेश दिला असल्याचे मत व्यक्त केले.""","""उत्तर प्रदेस आणि राजस्थानमध्येही याच कालावधीत ५० टक्क्यांपेक्षा जास्त वाढ झाली आहे.""",train,mar,0.33,0.796062171459198
"""ती अवस्था मोदींमुळे नाही, तुमच्या नेतृत्वाची कर्तबगारी आहे,"" असं म्हणत उपाध्ये यांनी पटोले यांना ट्विटरद्वारे प्रत्युत्तर दिलं.""","""त्यादृष्टीने भाजपने राज यांना गोंजारण्याचे प्रयत्न सुरू केल्याची चर्चा आहे.""",train,mar,0.33,0.8104563355445862
"""आता हा नियम सर्व कंपन्यांसाठी लागू केला जाऊ शकतो.""","""यावेळी मुंबई जिल्हा कॅरम असोसिएशनचे मानद सरचिटणीस यतिन ठाकूर आणि खजिनदार संजय देसाई उपस्थित होते.""",train,mar,0.33,0.7856845855712891
