Text1,Text2,Type,Lang,Scores
تنفرد بنشرها “كود” سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ بروز المؤسسة الملكية كفاعل سياسي مهيمن…الرمزية السياسية للسلطان كخليفة للمسلمين(2) ح 107,سلسلة تنفرد بنشرها “كود” “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ !” بروز المؤسسة الملكية كفاعل سياسي مهيمن…استعمال سلاح الإضراب على توقيع الظهائر وانقلاب الإقامة العامة على السلطان.ح 110,dev,ary,0.0
الوضعية الوبائية لكورونا فجهات وأقاليم المغرب اليوم: كازا سطات سجلات 49 حالة جديدة وطنجة تطوان 22 حالة شفاء اليوم.. و7 جهات ما سجلات حتى إصابة,الحصيلة الوبائية لكورونا فجميع جهات وأقاليم المغرب: 59 إصابة فجهة طنجة تطوان.. ومعظم حالات الشفاء تسجلو فكازا سطات,dev,ary,0.0
حجيرة أمين عام جهوي لـ”البام” بجهة فاس مكناس .. والأمين الجهوي السابق رفض يعلّق وها شنو قال مقرب منه لـ”كود”,المدير الجهوي لوزارة الثقافة بجهة فاس مكناس حط الإعفاء ديالو للوزير الفردوس.. مقرب منه لـ”كود”: مابقاش باغي يخدم مع المدير دمكناس اللّي غادي يتعين رسيماً هاد السيمانة,dev,ary,0.0
العافية .. الحرارة غادي تبدا من غدا حتى للتالي ديال السيمانة وغادي توصل لـ47 درجة فهاد المناطق,غير خرج رمضان وهي تشعل.. الحرارة غادي تبدا وغادي توصل لـ40 درجة فهاد المناطق,dev,ary,0.0
إعفاء رئيس قسم الجماعات المحلية بولاية العيون بعد تلاعبات في تجزئة سكنية و تنقيل تأديبي لرئيس قسم الشؤون القروية إلى عمالة السمارة,تنقيل تأديبي لرئيس قسم الشؤون الداخلية بعمالة سيدي افني,dev,ary,0.0
تقرير المجلس الوطني لحقوق الانسان على الريف. غير 8 فالمائة من الاحتجاجات لي سلخات فيها الدولة المحتجين وكان تحريض من فوق سطح الزفزافي,المجلس الوطني لحقوق الانسان وإدارة عكاشة ينجحون في إقناع الزفزافي ورفاقه بتعليق الإضراب عن الطعام,dev,ary,0.0
الدزاير.. 165 إصابة و7 وفيات و222 شفاء فظرف 24 ساعة.. الطُوطَالْ هو: 7542 إصابة و568 ماتو و3986 تشفاو,الدزاير.. تسجيل 174 إصابة وحالتي وفاة فظرف 24 ساعة.. الطُوطَالْ: 4648 حالة مؤكدة بـ”كورونا” و465 ماتو,dev,ary,0.0
مقرب من العثماني لـ”كود”: تيار المستقبل عرض علينا ندخلو لمجلس جهة الشمال وقبلنا والبي جي دي متحالف مع بام العماري ف عدد من المدن,انقسام داخل مجلس جهة الشمال بسبب خلافات على منصب حساس بين الاستقلال والبي جي دي ..والحساني لـ”كود”: ندبر الخلاف بالتوافقات والأولوية للمشاريع التنموية,dev,ary,0.0
مندوبية الصحة فبوجدور: 4 حالات مصابة بكورونا كيتعالجو فالعيون.. وها الحالة الوبائية بالإقليم,كورونا. مندوبية الصحة فبوجدور: غادي نخرجو بلاغ نوضحو فيه الحالة الوبائية للمدينة,dev,ary,0.0
الضريبة على الشراب خربقات لجنة المالية. شكون المتدين واش بلافريج ولا البي بي اس ولا البي جي دي. الاول: الدين كيحرم موارد الخمور علاش باغيين تزيدو فالضريبة والثاني: فين قانون منع بيع الخمور للمسلمين,لاش صالح قانون فحال ديال منع بيع الخمور للمسلمين اليوم وحنا كانشوفو وعارفين بأن اغلب لي كايضربو الطاسة مغاربة؟ راه غير كايعطي لبعض المحلات ورجال السلطة الامكانية باش يبتزو المواطنين السكايرية,dev,ary,0.0
قضية “حمزة مون بيبي”.. نايضة كلاشات فالكليكة ديال دنيا باطمة,قضية “حمزة مون بيبي”.. دنيا باطمة وراجلها بغاو يخويو المغرب والبوليس حبسوهم في المطار,dev,ary,0.0
البوليس شدو مصور الفيديو اللي بان فيه دري كيتحرش ببنت فـ طنجة وهزلها كسوتها وضربها لمؤخرتها,فيديو مكعي المغاربة والبوليس دخل على الخط.. دري تحرش ببنت فـ طنجة وصاحبو فيلما كولشي: هزلها كسوتها وضربها لمؤخرتها,dev,ary,0.0
حصيلة كورونا اليوم.. 2663 مغربي ومغربية تصابو و30 ماتو و2643 تشافاو.. الطوطال: 131228 إصابة و2293 وفاة و108687 حالة شفاء.. و20248 كيتعالجو منهم 440 فحالة خطيرة,حصيلة كورونا اليوم.. 2121 مغربي ومغربية تصابو و34 ماتو و2077 تشافاو.. الطوطال: 90324 إصابة و1648 وفاة و71047 حالة شفاء.. و17629 كيتعالجو منهم 263 فحالة خطيرة,dev,ary,0.0
وسط خلافات داخل الإغلبية.. لجنة المالية صادقت على الجزء الأول من مشروع قانون المالية التعديلي,مجلس النواب يصادق بالأغلبية على الجزء الأول من مشروع قانون المالية,dev,ary,0.0
تنفرد بنشرها “كود” سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ !” بروز المؤسسة الملكية كفاعل سياسي مهيمن…عامل مناهضة السلطان سيدي محمد بن يوسف لسياسة الحماية انطلاقا من موضوع “الإصلاحات”…(1) ح 107,تنفرد بنشرها “كود” سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ بروز المؤسسة الملكية كفاعل سياسي مهيمن…الرمزية السياسية للسلطان كخليفة للمسلمين(2) ح 107,dev,ary,0.0
حصيلة كورونا اليوم: 17319 خداو الجرعة الأولى من الفاكسان و7 ماتو,حصيلة كورونا: 19678 خداو الجرعة الأولى من الفاكسان اليوم و7 ماتو أغلبهم فكازا,dev,ary,0.0
كورونا اليوم: 4 ماتو و291 تصابو وكثر من مليونين و738 ألف تلقحو بالجرعة الثالثة,كورونا اليوم: 2 ماتو و734 تصابو وكثر من مليونين و665 ألف تلقحو بالجرعة الثالثة,dev,ary,0.0
غدا سيعانق بنكيران أخنوش وسيشكلان الحكومة كأن شيئا لم يكن! سوف يقهقه بنكيران كعادته، وسوف تلتقط صورة للذكرى، وسوف يشكر التجمع الوطني للأحرار على الدعم الذي قدمه له في أن يبقى حزبه هو الأقوى في المغرب,استقالة عزيز أخنوش رجل البصري والهمة من حزب التجمع الوطني للأحرار والحزب لم يعلم بالقرار ووكاك يحصل على مقعده,dev,ary,0.0
المديمي: طال الزمان ولا قصار سيمو بنبشير وعيشة عياش غادي يدخلو للمغرب ويتحاكمو فقضية “حمزة مون بيبي”,من بعد ما قربقو البوليس على دنيا وابتسام باطمة.. الدور قريب على سيمو بنبشير فقضية “حمزة مون بيبي”,dev,ary,0.0
كينزي ولانكسي مولات المايو سترينكَ فالتيران باللباس التقليدي المغربي مع الجمل,الميريكانية كينزي ولانكسي مولات المايو سترينكَ فالتيران حطات تصويرة سيسكي جديدة وضربات اكثر من نص مليون لايك,dev,ary,0.0
عضو اللجنة العلمية البروفيسور عفيف لـ”كود”: ها شنو خصنا نديرو فالعيد الكبير باش نتفاداو كارثة وبائية..و4 حالات فقط تصابو بالفيروس بعدما دارو جوج جرعات,عضو اللجنة العلمية الدكتور عفيف لـ”كود”: أطفال صغار فالمغرب تقاسو بـ”دلتا” منهم جوج عندهم 12 العام ف الإنعاش ومؤسف نشوفو 7 نساء حوامل ماتو بالفيروس وخاص التسريع بالتلقيح,dev,ary,0.0
بعدما طلعات للقسم الوطني الأول.. “الماص” سحبات شكايتها اللّي تحطات عند الطاس باش ترجع جوج نقط,“الماص” طلعات للقسم الوطني الأول بعدما ربحات وداد تمارة بجوج أهداف وها الهدف الثالث اللّي متحسبش ونوّض الصداع – فيديو,dev,ary,0.0
جورنالات بلاديالدخل الفردي للمغاربة من بين الأضعف في العالم وملف الدجاج الفاسد بالعرائش أمام قسم جرائم الأموال بالرباط والمناقشة مع المتهمين والشهود تكشف معطيات مثيرة,جورنالات بلاديقرار مفاجئ في قضية “الهاروشي وإدعمار” والمدير العام للوكالة الوطنية لتأمين الصحي وصحافي سابق بالأولى أمام قسم جرائم الأموال بالرباط,dev,ary,0.0
اكتشف ما يخبأه لك برجك مهنيا وصحيا وعاطفيا وعائليا يومه الاثنين (23 يوليوز 2012),اكتشف ما يخبأه لك برجك مهنيا وعاطفيا وأسريا يومه الخميس (9 غشت 2012),dev,ary,0.0
فضيحة “باديس” بالحسيمة: الوكيل العام بفاس استدعى أنس العلمي و26 متهما للمثول أمام غرفة الجنايات,فضيحة “باديس” تعود للواجهة.. أنس العلمي الباطرون السابق ديال “السي دي جي” أمام غرفة الجنايات بفاس إلى جانب عشرات المسؤولين,dev,ary,0.0
لاراف كتجمع قبل راس العام. إيقاف مبحوث عنه بموجب 26 مذكرة بحث وعندو 3900 لتر ديال الماحيا,إيقاف مبحوث عنه بموجب ثلاث مذكرات بحث في العيون‬,dev,ary,0.0
بالفيديو. وفاة عامل بناء إثر سقوطه من أحد الاوراش بالناظور,وفاة عامل بناء بعد سقوطه من أحد الاوراش بمدينة وجدة,dev,ary,0.0
بقاو فديوركوم.. تسجلات 38 إصابة جديدة بكورونا.. فالطوطال وصلنا لـ4359 و 168 ماتو و 969 تشفاو,بقاو فديوركوم راحنا غاديين مزيان. تسجيل 37 إصابة جديدة بكورونا.. وصلنا لـ4289 فالطوطال و167 ماتو و890 تشفاو,dev,ary,0.0
ها شكون هوما المدرّب­ين اللّي جات فيهوم الدقة هاد الأسبوع,ها شكون هوما اللاّعبين اللّي جات فيهوم الدقة هاد الأسبوع,dev,ary,0.0
روشيرشي بـ 75 مذكرة بحث مكبتها تبزنيس فالحشيش والقرقوبي طاح فيد الجدرامية,صيد ثمين طاح فيد الجدرامية. شدو بزناز كبير روشيرشي بموجب 100 مذكرة بحث,dev,ary,0.0
عاجل: عقوبات قاسية تخرج بها الجامعة في حق فريق الرجاء البيضاوي,عاجل: الجامعة تخرج بعقوبات في حق الرجاء البيضاوي وحسنية أكادير,dev,ary,0.0
رقم قياسي جديد حطماتو ميريكان.. 2000 وفاة بكورونا فظرف 24 ساعة فقط,رقم قياسي عالمي.. الهند تصابو فيها كثر من 90000 واحد بكورونا غير ف 24 ساعة,dev,ary,0.0
معرض الكتاب.. الكتب اللي تباعت فأهم دور النشر ماوصلاتش 50 فالمية من مبيعات “حوار مع المسلم اللي ساكن فيا” ديال هشام نوستيك,علاش كاين اقبال على “حوار مع المسلم اللي ساكن فيا”؟ . اللزوار لـ”كود”: هشام نوستيك معلم وأفكارو خاصها تتناقش – فيديو,dev,ary,0.0
تنفرد بنشرها “كود” سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ !” وظيفة جهاز وزارة الداخلية في مسلسل احتكار المؤسسة الملكية للحقل السياسي… عملية التأسيس الأولي (1). ح 125,الحلقة الاخيرة من سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ آشنو هي المكانة المؤسسية ديال الأحزاب السياسية في المغرب؟…من أسباب غياب الديمقراطية داخل الأحزاب. ح 174,dev,ary,0.0
دولة المعلمين! هدف عزيز أخنوش هو إدماج العدالة والتنمية في حزب التجمع الوطني للأحرار!,استقالة عزيز أخنوش رجل البصري والهمة من حزب التجمع الوطني للأحرار والحزب لم يعلم بالقرار ووكاك يحصل على مقعده,dev,ary,0.0
غير بلا متخرجو من ديوركوم: درجة الحرارة غادي تزيد تشعل وغادي توصل لـ48 درجة فهاد المناطق,الحرارة غادي تشعل عاوتاني.. الأرصاد الجوية: غادي توصل لـ43 درجة فهاد المناطق,dev,ary,0.0
عاجل. محكمة العدل الأوروبية: اتفاقية الصيد البحري مع المغرب صالحة ولكن,اش وقع حتى وصلنا لقرار محكمة العدل الاوروبية حول اتفاقية الصيد البحري,dev,ary,0.0
الدزاير.. 127 إصابة جديدة بـ”كورونا” و7 ماتو و199 تشفاو.. وها شحال فالطُوطَالْ,الدزاير.. تسجيل 104 إصابة جديدة بـ”كورونا” و9 ماتو و86 تشفاو: ها شحال وصلو فالطُوطَالْ,dev,ary,0.0
"""त्यामुळे नक्की कोणाचे पित्त खवळले, हे स्पष्ट आहे,"" असंही ते म्हणाले.""","""टप्प्याटप्प्याने अन्य गाडय़ांतही ‘इंडक्शन’ची सुविधा उपलब्ध करून देण्यात येईल.""",dev,mar,0.0
"""असे ललिताने सांगितले तमाशा कलावंतांकडून बक्षिसदरम्यान, सातारा जिल्ह्यातील तमाशा कलावंतांनी ललिता बाबरला एक लाख रुपये रोख देण्याची घोषणा केली.""","""तसेच, शनिवारी हरियाणाचे मुख्यमंत्री मनोहरलाल खट्टर यांनी ललिताला १५ लाखांचा रोख पुरस्कार जाहीर केला होता.""",dev,mar,0.0
"""हो, आमीर खान आणि अनुष्का शर्माची प्रमुख भूमिका असलेल्या ‘पीके’मध्ये सुशांतही महत्त्वाची भूमिका करतोय.""","""मागील आठवडय़ात या चित्रपटातील त्याचं ‘चार कदम’ हे गाणंही रीलिज झालं.""",dev,mar,0.0
"""भारत-पाक सीमेजवळ मोठा शस्त्रसाठा जप्त, सीमा सुरक्षा दलाची कारवाई""","""चंदीगड : पंजाबातील फिरोजपूर जिल्ह्यात भारत-सीमेजवळ मोठा शस्त्रसाठा व स्फोटके जप्त करण्यात आली आहेत.""",dev,mar,0.0
"""“नमस्कर, प्रधान मंत्र जी, हे गुडगाव येथून नीतू गर्ज आहे.""","""‘नमस्कार, पंतप्रधान जी, मी गुडगाववरून नीतू गर्ग बोलतेय.""",dev,mar,0.0
"""तेलंगण- शाळेच्या बसला रेल्वेची धडक, १६ ठार""","""मेडक (तेलंगण)- तेलंगणमधील मेडक जिल्ह्यात गुरुवारी सकाळी नांदेड हैदराबाद पॅसेंजरने शाळेच्या बसला जोरदार धडक दिली.""",dev,mar,0.0
"""त्यामुळे आमची युती झालीय हे घरोघरी सांगण्याची जबाबदारी उद्धव यांनी आज जिल्हा आणि तालुका पातळीवरील आपल्या शिलेदारांवर सोपवली आहे.""","""मात्र, रात्री उशिरा वा उद्या मुख्यमंत्री देवेंद्र फडणवीस हे शिवसेना पक्षप्रमुख उद्धव ठाकरे यांच्याशी चर्चा करून तोडगा काढण्याची शक्यता आहे.""",dev,mar,0.0
"""‘परवाना’ने रेखाटला हृदयस्पर्शी संघर्ष""","""मुंबई- राज्य नाट्य स्पर्धेच्या अंतिम फेरीत सहावे पुष्प पुण्याच्या ‘ध्यास’ने ‘परवाना’ नाटय़कलाकृतीद्वारे गुंफले.""",dev,mar,0.0
"""या प्रकारच्या विचारसरणीमुळे आपले राजकारण, आपले प्रशासन आणि आपल्या समाजाला दीमकांचा त्रास झाला आहे.""","""आपले राजकारण, आपले प्रशासन आणि आपल्या संपूर्ण समाजात भ्रष्टाचार वाळवी प्रमाणे पसरतो आहे.""",dev,mar,0.0
"""मुंबई : एका दिवशी किती चित्रपट प्रदर्शित व्हावेत, याविषयी निर्माते खूपच सजग असतात.""","""मुंबई : देशातील सर्वात महाग चित्रपट असलेला २.० गेल्या आठवड्यात प्रदर्शित झाला.""",dev,mar,0.0
"""मात्र, अद्यापही 11 जण बेपत्ता असून त्यांचा शोध सुरु आहे.""","""त्यामुळे पाचपावली पोलिस ठाण्यातील अधिकाऱ्यांवरच कारवाई करावी, अशी मागणी संतप्त नागरिकांकडून पुढे आली आहे.""",dev,mar,0.0
"""आगामी काळामध्ये खाद्यतेलाची आयात वाढत राहण्याचे संकेत मिळत असल्याची माहितीही सूत्रांनी दिली आहे.""","""सॉल्व्हंट एक्स्ट्रॅक्टर्स असोसिएशन ऑफ इंडिया (एसईए) या खाद्यतेल व्यापाऱ्यांच्या संघटनेने ही माहिती जाहीर केली आहे.""",dev,mar,0.0
"""लग्नसराईच्या काळात चांदीचा भावही ३२० रुपयांनी कोसळून ३५,७८० रुपये प्रतिकिलो राहिला.""","""बाजारातील जाणकारांच्या मते, जागतिक बाजारात सोन्याचा भाव तीन महिन्यांच्या नीचांकीवर पोहोचला आहे.""",dev,mar,0.0
""". भारतीय पंतप्रधानांनी लोकशाहीमध्ये यशस्वी आणि शांततापूर्ण संक्रमण केल्याबद्दल मालदीवमधील लोकांचे अभिनंदन केले.""","""9) या देशाच्या व्यवस्थेचे लोकशाहीमध्ये झालेल्या शांततापूर्ण आणि यशस्वी संक्रमणाबाबत भारताच्या पंतप्रधानांनी मालदीवचे अभिनंदन केले.""",dev,mar,0.0
"""येत्या काही दिवसांत नागरिकांच्या अडचणी कमी करण्यासाठी अनेक पावले उचलली जात आहेत.""","""ह्या परिवर्तनाच्या पुढच्या काही काळात नागरिकाना कमीतकमी अडचणी व्हाव्यात म्हणून आम्ही अनेक उपाययोजना केल्या आहेत.""",dev,mar,0.0
"""गांधी कुटुंबाव्यतिरिक्त दुसऱ्याला अध्यक्ष पद द्यावं अशी भूमिका सोनिया गांधी आणि राहुल यांनी घेतली आहे.""","""परंतु काँग्रेस नेत्यांमध्येच याबाबत वेगवेगळी मते आहेत.""",dev,mar,0.0
"""दिल्लीतील प्रदूषणात वाढ झाल्याने सोनियाजींनी कमी प्रदूषण असलेल्या ठिकाणी विश्रांतीसाठी जावे, असा सल्ला डॉक्टरांनी दिला होता.""","""त्या पार्श्वभूमीवर सोनियाजी पुत्र राहुल यांच्यासह गोव्यात दाखल झाल्या आहेत, अशी माहिती सूत्रांनी दिली.""",dev,mar,0.0
"""गेल्या काही दिवसांत कारवायांची संख्या वाढली असून भारतीय सुरक्षा दलांकडून दहशतवाद्यांचे मनसुबे हाणून पाडले जात आहेत.""","""आज दहशतवाद्यांनी काश्मीरच्या सोपोरमध्ये केंद्रीय राखील पोलीस दलाच्या पथकावर हल्ला केला.""",dev,mar,0.0
"""वाढीव वीजबिल माफ करण्याचे काय झाले, असा सवालही त्यांनी केला.""","""मी काहीतरी मागितले आणि मित्रत्वाच्या नात्याने ते तू पूर्ण केलेस’’ असे ट्विट शाहरूखने केले आहे.""",dev,mar,0.0
"""आणि त्यांनी स्वत: त्या गावात शौचालये बांधण्यासाठी कठोर परिश्रम केले आणि अशा प्रकारे दूरच्या जंगलात दुर्गम गावात मुक्त शौचास मुक्त करण्याचे उद्दीष्ट साध्य केले!""","""स्वत: परिश्रम करुन त्या गावात शौचालय बांधले आणि या युवकांनी जंगलातल्या दुर्गम भागातील एक छोटेसे गाव उघडयावरील शौचमुक्त करुन दाखवले.""",dev,mar,0.0
"""त्यामुळे भारतात ढोंगीबाबांचे साम्राज्य निर्माण झाले आहे.""","""ढोंगीबाबांचे चमत्कार आणि अंधश्रद्धा मानवी मनात खोलवर रुजल्या आहेत.""",dev,mar,0.0
"""तरुण मनाच्या आकारात आणि आपले राष्ट्र निर्माण करण्यात शिक्षक महत्त्वपूर्ण भूमिका बजावतात.""","""युवा मनांना आकार देण्यात आणि देश उभारणीच्या कामी शिक्षक महत्त्वाची भूमिका बजावतात.""",dev,mar,0.0
"""माझ्या प्रिय तरुणांनो, तुम्ही कौतुकास्पद काम केले आहे.""","""माझ्या प्रिय देशबांधवांनो, आपण तर कमाल केलीत.""",dev,mar,0.0
"""ईदनंतर मोहम्मद शामी भावाच्या मेहुणीसोबत लग्न करतोय'""","""नवी दिल्ली - भारताचा वेगवान गोलंदाज मोहम्मद शामी आणि पत्नी हसीन जहाँच्या वादग्रस्त प्रकरणाला वेगळे वळण मिळाले आहे.""",dev,mar,0.0
"""लवकरच नवीन आकर्षक फीचर्स लॉन्च करणार, काय खास असणार?""","""जगातील सर्वात लोकप्रिय मेसेजिंग अॅप व्हॉट्सअॅप सध्या आपल्या नवीन प्रायव्हसी पॉलिसीवरून वादात अडकलं आहे.""",dev,mar,0.0
"""आपणास असे वाटत नाही की ही एक सवय बनली पाहिजे आणि आम्ही ती राष्ट्रीय जबाबदारी म्हणून घ्यावी?""","""तुम्हाला नाही वाटत की हा स्वभाव बनला पाहिजे, या गोष्टीला आम्ही आपले राष्ट्रीय कर्तव्य समजायला हवे ?""",dev,mar,0.0
"""पंतप्रधान 149 सदस्य राष्ट्रीय समितीचे अध्यक्ष असतील आणि गृहमंत्री श्री राजनाथ सिंह हे 23 सदस्य कार्यकारी समितीचे अध्यक्ष असतील.""","""149 सदस्यीय राष्ट्रीय समितीच्या अध्यक्षपदी पंतप्रधान असतील, तर केंद्रीय गृहमंत्री राजनाथ सिंह हे 23 सदस्यीय कार्यकारी समितीच्या अध्यक्षपदी राहतील.""",dev,mar,0.0
"""वाडा-शिर्डी बस बंद झाल्याने प्रवाशांचे हाल""","""मोखाडा – वाडा येथून दुपारी १.""",dev,mar,0.0
"""दरम्यान शेतकरी आंदोलनात गडबड करण्यासाठी पाकिस्तानने ट्विटरवरून कारस्थान रचल्याची माहिती पोलिसांनी दिली.""","""पिंपरी : बनावट नोटा तयार करणाऱ्या आंतरराज्य रॅकेटचा निगडी पोलिसांनी पर्दाफाश केला आहे.""",dev,mar,0.0
"""या सिनेमाचं दिग्दर्शन देखील राहुल चौधरी यांनी केलं आहे.""","""फेसबुकच्या माध्यमातून इबलिस सिनेमाचा लोगो अनावरण करण्यात आला.""",dev,mar,0.0
"""गोयल यांनी नरेंद्र मोदी सरकारने वीज आणि कोळसा क्षेत्रात केलेल्या कामांचा उल्लेख केला.""","""नॅशनल आॅर्गनायझेशन आॅफ बँक वर्कर्स या संघटनेचे उपाध्यक्ष अश्वनी राणा यांनी सांगितले की, विलीनीकरण आणि अधिग्रहण याद्वारे सार्वजनिक क्षेत्रातील बँकांचे एकीकरण करून बँकांची संख्या १0 ते १५ वर आणण्याचा निर्णय सरकारने घेतला आहे.""",dev,mar,0.0
"""लोकशाहीमध्ये राजकारणावर लांबीवर चर्चा करणे केवळ न्याय्य आहे.""","""आपल्या देशातल्या प्रसार माध्यमांना आज फक्त राजकारण आणि त्या संदर्भातल्या बातम्यांमध्ये भरपूर रस असतो.""",dev,mar,0.0
"""इंग्लंडच्या फुटबॉल वर्ल्ड कप विजेत्या संघातील खेळाडू जॅक चार्ल्टन यांचे 85व्या वर्षी प्रदीर्घ आजारानं निधन झालं.""","""1966च्या वर्ल्ड कप विजेत्या संघात त्यांनी सेंटर बॅकची भूमिका पार पाडली होती.""",dev,mar,0.0
"""अशातच युती जाहीर होण्यापूर्वीच शिवसेना पक्षप्रमुखाने उमेदवारांना एबी फॉर्म वाटप करण्यास सुरुवात केली आहे.""","""आदित्य ठाकरेंना वरळी विधानसभा मतदारसंघातून उमेदवारी देण्यात आल्याची माहिती आहे.""",dev,mar,0.0
"""फ्रान्स दौ-यावर असलेल्या पंतप्रधान नरेंद्र मोदींनी शुक्रवारी फ्रेंच संसद सदस्यांच्या शिष्टमंडळाची भेट घेतली.""","""त्यावेळी फ्रेंच शिष्टमंडळातील एका संसद सदस्याने ही प्रतिक्रिया व्यक्त केली.""",dev,mar,0.0
"""त्यामुळे त्यांच्या रूपाने राज्याचा मुख्यमंत्री हा शिवसेनेचाच असेल, असा शब्दांचा खेळ करणाऱ्या भाजपा नेतृत्वावर खासदार संजय राऊत यांनी तीक्ष्ण शाब्दिक बाण सोडला आहे.""","""तपास यंत्रणा त्यांच्या हातात आहेत अशा शब्दात संजय राऊतांनी भाजपा सरकारवर निशाणा साधला आहे.""",dev,mar,0.0
"""एक सुरक्षित, मुक्त, मुक्त, सर्वसमावेशक आणि समृद्ध इंडो-पॅसिफिक हे भारत, यूके आणि आंतरराष्ट्रीय समुदायाच्या हिताचे आहे.""","""21. एक सुरक्षित, खुले सर्वसमावेशक आणि समृद्ध भारत-प्रशांत क्षेत्र भारत, ब्रिटन आणि आंतरराष्ट्रीय समुदायाच्या हिताचे आहे.""",dev,mar,0.0
"""अजनी आणि नंदनवन पोलीस ठाण्यात या संबंधाने वेगवेगळे गुन्हे दाखल झाले आहेत.""","""पोलीस ठाण्यात आणून त्याची चौकशी केली असता तोच या गुन्ह्यातील आरोपी असल्याची खात्री पटल्यानंतर नवघर पोलिसांनी शहाला अटक केली आहे.""",dev,mar,0.0
"""आपण पत्रात माझ्या हिंदुत्वाचा जो उल्लेख केला आहे तो योग्यच आहे.""","""मात्र माझ्या हिंदुत्वाला आपल्या प्रमाणपत्राची आवश्यकता नाही.""",dev,mar,0.0
"""आम्हाला वैद्यकीय साधने भारतातही करावीत अशी इच्छा आहे, असे ते म्हणाले की, जागतिक स्तरावर तंत्रज्ञानाच्या प्रगतींसह या क्षेत्रानेही चालना दिली पाहिजे.""","""त्याचबरोबर आपल्याला वैद्यकीय उपकरणे भारतात निर्माण करायची आहेत असे सांगून या क्षेत्राने अद्ययावत जागतिक तंत्रज्ञानाशी ताळमेळ राखावा असे त्यांनी सांगितले.""",dev,mar,0.0
"""अधिक तपास पोलीस करीत आहेत.""","""याप्रकरणी पोलिसांनी आशिष व आकाश त्रिपाठी भावा विरुधात गुन्हा दाखल केला असून पोलीस अधिक तपास करीत आहेत.""",dev,mar,0.0
"""राजकीय नेत्यांचे निवडणूक ‘व्यवस्थापन’ पीआर कंपन्याकडे!""","""मुंबई- निवडणुकीच्या काळात राजकीय पक्ष पीआर कंपन्यांची नेमणूक करतात; आता ही बाब सर्वसामान्यांसाठी काही नवीन राहिलेली नाही.""",dev,mar,0.0
"""आर्थिक गुंतवणूकीचा अजेंडा आमच्यासाठी स्पष्ट प्राधान्य आहे.""","""आर्थिक सहयोगासाठीच्या कार्यक्रमाला आमचे प्राधान्य आहे.""",dev,mar,0.0
"""डिंपल यादव यांनी अनेक गोष्टींवरुन केंद्र सरकारवर टीकेचा भडिमार झाला.""","""उत्तरप्रेदश मधिल महाराजगंजमधील सभेत अमित शाह यांनी काँग्रेस-सपाच्या युतीवर तोंडसुख घेताना राहुल गांधी यांच्यावर टीका केली.""",dev,mar,0.0
"""मुंबईतील काही पर्यावरणप्रेमी संघटनांकडून विसर्जनाच्या दिवशी समुद्राजवळ निर्माल्य कलश ठेवले जातात.""","""त्यात निर्माल्य विसर्जित करण्याचे आवाहन केले जाते.""",dev,mar,0.0
""": भारतीय हद्दीत घुसणारा पाकिस्तानी ड्रोन नष्ट, सैन्याचा असाही एक स्ट्राईक""","""नवी दिल्ली - भारतीय वायू सेनेकडून पाकिस्तानमध्ये घुसून तेथील दहशतवादी तळांवर एअर स्ट्राईक करण्यात आला.""",dev,mar,0.0
"""खुद्द शरद पवार यांनी याबाबत स्थानिक नेत्यांचा आढावा घेण्यासाठी बैठक घेतली.""","""यात जिल्ह्यातील राजकीय समीकरणावर काय परिणाम होतील याची माहिती शरद पवारांनी जाणून घेतली.""",dev,mar,0.0
"""औरंगाबाद लोकसभा मतदारसंघ राष्ट्रवादी काँग्रेसला सुटणार?""","""मुंबईः औरंगाबाद लोकसभा मतदार संघातून निवडणूक लढण्यास काँग्रेसचे माजी आमदार डाँ.""",dev,mar,0.0
"""आंतरराष्ट्रीय सहकार्य बळकट करण्याची आणि फरारी आर्थिक गुन्हेगारांविरूद्ध समन्वित कारवाई आणि दहशतवादाच्या वित्तपुरवठ्यात वाढ करण्याची देखील गंभीर गरज आहे.""","""आंतरराष्ट्रीय सहकार्य मजबूत करण्याची,फरार आर्थिक गुन्हेगारांविरुद्ध तसेच दहशतवादाला आर्थिक पाठबळ देणाऱ्यांविरुद्ध संयुक्त कारवाई करण्याचीही गरज आहे.""",dev,mar,0.0
"""मुंब्रा बायपास दुरुस्तीचे काम : ठाणे-बेलापूर मार्गावर वाहतूक कोंडी""","""नवी मुंबई - मुंब्रा बायपास दुरुस्तीच्या कारणास्तव तब्बल दोन महिने बंद राहणार आहे.""",dev,mar,0.0
